Matrix size,Eigenvalue 1,Adjusted Eigenvalue,Log(Adjusted Eigenvalue),Log(Eigenvalue 1)
268,0.500000001591607941425336217448941422,1.591607941425336217448941422E-9,-8.798163902581318751572325709275901317596435546875,-0.30102999428152810157399699164670892059803009033203125
269,0.500000001573939759734392072302772391,1.573939759734392072302772391E-9,-8.80301189365140857034930377267301082611083984375,-0.30102999429687449239878560547367669641971588134765625
270,0.500000001556532122429216622112514893,1.556532122429216622112514893E-9,-8.80784191227680679503464489243924617767333984375,-0.301029994311994564260004381139879114925861358642578125
271,0.500000001539380244499396717846327448,1.539380244499396717846327448E-9,-8.812654091220707641696208156645298004150390625,-0.30102999432689248049399566298234276473522186279296875
272,0.500000001522479446003003323209893770,1.522479446003003323209893770E-9,-8.8174485617806244164285089937038719654083251953125,-0.301029994341572348925950564080267213284969329833984375
273,0.500000001505825149384819671465194474,1.505825149384819671465194474E-9,-8.8222254538098834331094622029922902584075927734375,-0.301029994356038110847606503739370964467525482177734375
274,0.500000001489412876872513254093446060,1.489412876872513254093446060E-9,-8.8269848957387200272250993293710052967071533203125,-0.30102999437029354101724720749189145863056182861328125
275,0.500000001473238247948212338554391211,1.473238247948212338554391211E-9,-8.8317270145950050874716907856054604053497314453125,-0.30102999438434274726006378841702826321125030517578125
276,0.500000001457296976893039287071476565,1.457296976893039287071476565E-9,-8.836451936024584341566878720186650753021240234375,-0.301029994398189171267432584500056691467761993408203125
277,0.500000001441584870402240894771721007,1.441584870402240894771721007E-9,-8.8411597843112534889087328338064253330230712890625,-0.30102999441183653228648609001538716256618499755859375
278,0.500000001426097825268640506546988703,1.426097825268640506546988703E-9,-8.845850682396378061866926145739853382110595703125,-0.301029994425288383030903105463949032127857208251953125
279,0.500000001410831826132217746130990083,1.410831826132217746130990083E-9,-8.8505247518981544629923519096337258815765380859375,-0.30102999443854827621436243134667165577411651611328125
280,0.500000001395782943293699903949967636,1.395782943293699903949967636E-9,-8.8551821131305299417135756812058389186859130859375,-0.301029994451619542505937943133176304399967193603515625
281,0.500000001380947330590123768473206925,1.380947330590123768473206925E-9,-8.85982288512178683959064073860645294189453125,-0.301029994464505568085854747550911270081996917724609375
282,0.500000001366321223330398964850250395,1.366321223330398964850250395E-9,-8.864447185632794656839905655942857265472412109375,-0.301029994477209628112035488811670802533626556396484375
283,0.500000001351900936288972952459399325,1.351900936288972952459399325E-9,-8.869055131174942374627789831720292568206787109375,-0.3010299944897349977424028111272491514682769775390625
284,0.500000001337682861755764533826443479,1.337682861755764533826443479E-9,-8.8736468370277474804197481716983020305633544921875,-0.301029994502084619067971971162478439509868621826171875
285,0.500000001323663467640596773569904439,1.323663467640596773569904439E-9,-8.8782224172561683417370659299194812774658203125,-0.301029994514261656224363150613498874008655548095703125
286,0.500000001309839295630421757070673217,1.309839295630421757070673217E-9,-8.8827819847276003883962403051555156707763671875,-0.30102999452626921783604529991862364113330841064453125
287,0.500000001296206959397688869554719076,1.296206959397688869554719076E-9,-8.8873256511285863012972185970284044742584228515625,-0.30102999453811019048288244448485784232616424560546875
288,0.500000001282763142858265337549563537,1.282763142858265337549563537E-9,-8.891853526981225996905777719803154468536376953125,-0.30102999454978729421128491594572551548480987548828125
289,0.500000001269504598477372468939639245,1.269504598477372468939639245E-9,-8.8963657216593166054963148781098425388336181640625,-0.3010299945613035266234192022238858044147491455078125
290,0.500000001256428145622053863453151166,1.256428145622053863453151166E-9,-8.900862343404195797802458400838077068328857421875,-0.3010299945726615522545444036950357258319854736328125
291,0.500000001243530668958742728033445472,1.243530668958742728033445472E-9,-8.90534349934032576356912613846361637115478515625,-0.3010299945838641466622220832505263388156890869140625
292,0.500000001230809116894544017288158022,1.230809116894544017288158022E-9,-8.90980929549061073657867382280528545379638671875,-0.3010299945949139743817113412660546600818634033203125
293,0.500000001218260500060894453086241519,1.218260500060894453086241519E-9,-8.914259836791440960723775788210332393646240234375,-0.30102999460581358892596881560166366398334503173828125
294,0.500000001205881889838308644979153302,1.205881889838308644979153302E-9,-8.918695227107495071550147258676588535308837890625,-0.3010299946165655438079511441173963248729705810546875
295,0.500000001193670416920963060388856428,1.193670416920963060388856428E-9,-8.923115569246277800630195997655391693115234375,-0.30102999462717228151831250215764157474040985107421875
296,0.500000001181623269919911702742145404,1.181623269919911702742145404E-9,-8.9275209649724249771907125250436365604400634765625,-0.301029994637636300058858296324615366756916046142578125
297,0.500000001169737694003767791298133632,1.169737694003767791298133632E-9,-8.9319115150217580634262048988603055477142333984375,-0.3010299946479599864090914707048796117305755615234375
298,0.500000001158010989575724552542663564,1.158010989575724552542663564E-9,-8.9362873191151042107094326638616621494293212890625,-0.3010299946581456165262125068693421781063079833984375
299,0.500000001146440510985825964210562434,1.146440510985825964210562434E-9,-8.940648475971887165769658167846500873565673828125,-0.301029994668195632900875580162391997873783111572265625
300,0.500000001135023665277434291810008250,1.135023665277434291810008250E-9,-8.9449950833234961322659728466533124446868896484375,-0.30102999467811220046797870963928289711475372314453125
301,0.500000001123757910966876153396318195,1.123757910966876153396318195E-9,-8.94932723792641837690098327584564685821533203125,-0.301029994687897539673571145613095723092555999755859375
302,0.500000001112640756855282476384089420,1.112640756855282476384089420E-9,-8.95364503557517110721164499409496784210205078125,-0.301029994697553704430248444623430259525775909423828125
303,0.500000001101669760871669960968243869,1.101669760871669960968243869E-9,-8.95794857111500419932781369425356388092041015625,-0.30102999470708302620636231949902139604091644287109375
304,0.500000001090842528946343001312785702,1.090842528946343001312785702E-9,-8.962237938454403973764783586375415325164794921875,-0.3010299947164873923810546330059878528118133544921875
305,0.500000001080156713913724952548316377,1.080156713913724952548316377E-9,-8.966513230577394466536134132184088230133056640625,-0.30102999472576896788922340419958345592021942138671875
306,0.500000001069610014443756726246034711,1.069610014443756726246034711E-9,-8.970774539555623761089009349234402179718017578125,-0.301029994734929695621161727103753946721553802490234375
307,0.500000001059200174001028677267843005,1.059200174001028677267843005E-9,-8.975021956560265579128099489025771617889404296875,-0.3010299947439716294894651582580991089344024658203125
308,0.500000001048924979830838578919925443,1.048924979830838578919925443E-9,-8.9792555718737236958304492873139679431915283203125,-0.301029994752896545850973097913083620369434356689453125
309,0.500000001038782261971394716566834666,1.038782261971394716566834666E-9,-8.9834754749011427321647715871222317218780517578125,-0.301029994761706387595978640092653222382068634033203125
310,0.500000001028769892291407969702950512,1.028769892291407969702950512E-9,-8.987681754181746640597339137457311153411865234375,-0.30102999477040304210362364756292663514614105224609375
311,0.500000001018885783552341212361445604,1.018885783552341212361445604E-9,-8.991874497399972909761345363222062587738037109375,-0.301029994778988285730747520574368536472320556640625
312,0.500000001009127888494607539059951206,1.009127888494607539059951206E-9,-8.9960537913964504497243979130871593952178955078125,-0.30102999478746383932303842811961658298969268798828125
313,0.500000000999494198947031445374386772,9.99494198947031445374386772E-10,-9.0002197221787856307173569803126156330108642578125,-0.30102999479583159025963823296478949487209320068359375
314,0.500000000989982744958908850802447630,9.89982744958908850802447630E-10,-9.004372374932184897033948800526559352874755859375,-0.301029994804093092852781410329043865203857421875
315,0.500000000980591593954022832753187238,9.80591593954022832753187238E-10,-9.0085118340299086270306361257098615169525146484375,-0.301029994812250123459307360462844371795654296875
316,0.500000000971318849905992201903932355,9.71318849905992201903932355E-10,-9.012638183043552686513066873885691165924072265625,-0.301029994820304402924904252358828671276569366455078125
317,0.500000000962162652534349671692668043,9.62162652534349671692668043E-10,-9.0167515047531754390774949570186436176300048828125,-0.301029994828257319028352867462672293186187744140625
318,0.500000000953121176520765195298944148,9.53121176520765195298944148E-10,-9.020851881157266660693494486622512340545654296875,-0.30102999483611070363764383728266693651676177978515625
319,0.500000000944192630744848351151057426,9.44192630744848351151057426E-10,-9.0249393934825405949595733545720577239990234375,-0.301029994843865889020406712006661109626293182373046875
320,0.500000000935375257538981275061738272,9.35375257538981275061738272E-10,-9.029014122193611768807386397384107112884521484375,-0.30102999485152459602232966062729246914386749267578125
321,0.500000000926667331961650622356358384,9.26667331961650622356358384E-10,-9.03307614700248251438097213394939899444580078125,-0.30102999485908821242219346459023654460906982421875
322,0.500000000918067161088763507592049826,9.18067161088763507592049826E-10,-9.0371255468779043695803920854814350605010986328125,-0.301029994866558181509930136598995886743068695068359375
323,0.500000000909573083322448266900311337,9.09573083322448266900311337E-10,-9.04116240005459559370137867517769336700439453125,-0.301029994873936057597774151872727088630199432373046875
324,0.500000000901183467716856233795527467,9.01183467716856233795527467E-10,-9.045186784042304140029955306090414524078369140625,-0.3010299948812231729533550605992786586284637451171875
325,0.500000000892896713320495493043761359,8.92896713320495493043761359E-10,-9.0491987756347356253172620199620723724365234375,-0.301029994888420915355453644224326126277446746826171875
326,0.500000000884711248534641998608257998,8.84711248534641998608257998E-10,-9.0531984509183569542756231385283172130584716796875,-0.3010299948955308391163043779670260846614837646484375
327,0.500000000876625530487387230103719327,8.76625530487387230103719327E-10,-9.057185885281040071959068882279098033905029296875,-0.301029994902553943436629424468264915049076080322265625
328,0.500000000868638044422894970518797071,8.68638044422894970518797071E-10,-9.0611611534205991347334929741919040679931640625,-0.30102999490949178262866325894719921052455902099609375
329,0.500000000860747303105452689251133803,8.60747303105452689251133803E-10,-9.06512432935318201998597942292690277099609375,-0.30102999491634563344888420033385045826435089111328125
330,0.500000000852951846237915651078316490,8.52951846237915651078316490E-10,-9.0690754864215374908553712884895503520965576171875,-0.30102999492311666163146810504258610308170318603515625
331,0.500000000845250239894153794706044541,8.45250239894153794706044541E-10,-9.0730146973031668977682784316129982471466064453125,-0.30102999492980619944404452326125465333461761474609375
332,0.500000000837641075965123247271133839,8.37641075965123247271133839E-10,-9.0769420340183355477847726433537900447845458984375,-0.301029994936415412620789311404223553836345672607421875
333,0.500000000830122971618195637182371867,8.30122971618195637182371867E-10,-9.08085756793798282160423696041107177734375,-0.301029994942945522407029557143687270581722259521484375
334,0.500000000822694568769389277061286565,8.22694568769389277061286565E-10,-9.0847613697914955110945811611600220203399658203125,-0.301029994949397750048092348151840269565582275390625
335,0.500000000815354533568156860529191396,8.15354533568156860529191396E-10,-9.0886535096743852335521296481601893901824951171875,-0.30102999495577320576700230958522297441959381103515625
336,0.500000000808101555894394656994208223,8.08101555894394656994208223E-10,-9.092534057055825513771196710877120494842529296875,-0.30102999496207305529793529785820282995700836181640625
337,0.500000000800934348867347938142743337,8.00934348867347938142743337E-10,-9.0964030807861053773422099766321480274200439453125,-0.301029994968298464375067169385147280991077423095703125
338,0.500000000793851648366097099972464407,7.93851648366097099972464407E-10,-9.1002606491039532699005576432682573795318603515625,-0.301029994974450432199120086806942708790302276611328125
339,0.500000000786852212561318146983713291,7.86852212561318146983713291E-10,-9.1041068296437597240355898975394666194915771484375,-0.301029994980530013481967444022302515804767608642578125
340,0.500000000779934821458020176600823891,7.79934821458020176600823891E-10,-9.1079416894426881157187381177209317684173583984375,-0.301029994986538429468936328703421168029308319091796875
341,0.500000000773098276448971215188952735,7.73098276448971215188952735E-10,-9.111765294947691273819145862944424152374267578125,-0.301029994992476568338446440975531004369258880615234375
342,0.500000000766341399878532170528688376,7.66341399878532170528688376E-10,-9.1155777120224197318520964472554624080657958984375,-0.3010299949983454848023711747373454272747039794921875
343,0.500000000759663034616626779034325036,7.59663034616626779034325036E-10,-9.11937900595402339831707649864256381988525390625,-0.30102999500414628908373515514540486037731170654296875
344,0.500000000753062043642583325806513244,7.53062043642583325806513244E-10,-9.123169241459866185550708905793726444244384765625,-0.3010299950098798138498068510671146214008331298828125
345,0.500000000746537309638591559021364556,7.46537309638591559021364556E-10,-9.126948482694135833526161150075495243072509765625,-0.30102999501554716932361088765901513397693634033203125
346,0.500000000740087734592525570447602512,7.40087734592525570447602512E-10,-9.1307167932543560340263866237364709377288818359375,-0.30102999502114913266126450253068469464778900146484375
347,0.500000000733712239409890608780716874,7.33712239409890608780716874E-10,-9.134474236187809736975395935587584972381591796875,-0.301029995026686869596943552096490748226642608642578125
348,0.500000000727409763534658703405214737,7.27409763534658703405214737E-10,-9.13822087399787363892755820415914058685302734375,-0.301029995032161046264462811450357548892498016357421875
349,0.500000000721179264578764683391380819,7.21179264578764683391380819E-10,-9.1419567686502478665033777360804378986358642578125,-0.30102999503757288390914936826447956264019012451171875
350,0.500000000715019717960040718079515686,7.15019717960040718079515686E-10,-9.1456819815791110528380158939398825168609619140625,-0.301029995042922993153666766374954022467136383056640625
351,0.500000000708930116548373736994480392,7.08930116548373736994480392E-10,-9.1493965736931794907604853506200015544891357421875,-0.301029995048212317687585937164840288460254669189453125
352,0.500000000702909470319876254596410498,7.02909470319876254596410498E-10,-9.1531006053816863499150713323615491390228271484375,-0.30102999505344174568932658075937069952487945556640625
353,0.500000000696956806018867018450437701,6.96956806018867018450437701E-10,-9.1567941365202667469702646485529839992523193359375,-0.30102999505861216533730839728377759456634521484375
354,0.500000000691071166827463598019290799,6.91071166827463598019290799E-10,-9.1604772264767699851972793112508952617645263671875,-0.301029995063724353787648624347639270126819610595703125
355,0.500000000685251612042594633661150333,6.85251612042594633661150333E-10,-9.1641499341169865289202789426781237125396728515625,-0.301029995068779199218766962076188065111637115478515625
356,0.500000000679497216760244837657312279,6.79497216760244837657312279E-10,-9.167812317810284383767793769948184490203857421875,-0.301029995073777367764478185563348233699798583984375
357,0.500000000673807071566751011643394010,6.73807071566751011643394010E-10,-9.1714644354351850807915980112738907337188720703125,-0.30102999507871974760320199493435211479663848876953125
358,0.500000000668180282236972463157277322,6.68180282236972463157277322E-10,-9.1751063443848490663867778494022786617279052734375,-0.30102999508360717140220685905660502612590789794921875
359,0.500000000662615969439164090599232749,6.62615969439164090599232749E-10,-9.178738101572481156154026393778622150421142578125,-0.301029995088440305295307553024031221866607666015625
360,0.500000000657113268446385104210501485,6.57113268446385104210501485E-10,-9.1823597634366791453430778346955776214599609375,-0.301029995093219870927470083188381977379322052001953125
361,0.500000000651671328854281064812962328,6.51671328854281064812962328E-10,-9.1859713859466847196699745836667716503143310546875,-0.301029995097946645454811687159235589206218719482421875
362,0.500000000646289314305081303238796692,6.46289314305081303238796692E-10,-9.1895730246075810754291524062864482402801513671875,-0.30102999510262140603344960254617035388946533203125
363,0.500000000640966402217658132196048860,6.40966402217658132196048860E-10,-9.1931647344654070508340737433172762393951416015625,-0.301029995107244874308349835700937546789646148681640625
364,0.500000000635701783523498532678633170,6.35701783523498532678633170E-10,-9.1967465701122090848684820230118930339813232421875,-0.30102999511181760539102469920180737972259521484375
365,0.500000000630494662408442973895513463,6.30494662408442973895513463E-10,-9.2003185856910132400798829621635377407073974609375,-0.301029995116340487459893893174012191593647003173828125
366,0.500000000625344256060050085940271552,6.25344256060050085940271552E-10,-9.2038808349007457110246832598932087421417236328125,-0.301029995120814131137620961453649215400218963623046875
367,0.500000000620249794420449640561869054,6.20249794420449640561869054E-10,-9.2074333710010645148713592789135873317718505859375,-0.3010299951252390915357182166189886629581451416015625
368,0.500000000615210519944550096642689138,6.15210519944550096642689138E-10,-9.210976246817150325796319521032273769378662109375,-0.301029995129616090299151665021781809628009796142578125
369,0.500000000610225687363470563565830210,6.10225687363470563565830210E-10,-9.2145095147444084915377970901317894458770751953125,-0.301029995133945960095189775529433973133563995361328125
370,0.500000000605294563453070500752561704,6.05294563453070500752561704E-10,-9.2180332267531266410287571488879621028900146484375,-0.301029995138228978479588704431080259382724761962890625
371,0.500000000600416426807453933334905847,6.00416426807453933334905847E-10,-9.221547434393055908685710164718329906463623046875,-0.301029995142466144653070614367607049643993377685546875
372,0.500000000595590567617328193381869258,5.95590567617328193381869258E-10,-9.22505218879793886799234314821660518646240234375,-0.301029995146657791682542892885976471006870269775390625
373,0.500000000590816287453100519457974472,5.90816287453100519457974472E-10,-9.2285475406899735162369324825704097747802734375,-0.301029995150804696724122777595766820013523101806640625
374,0.500000000586092899052598792498393590,5.86092899052598792498393590E-10,-9.2320335403842133104035383439622819423675537109375,-0.301029995154907303867020118559594266116619110107421875
375,0.500000000581419726113305861367103952,5.81419726113305861367103952E-10,-9.2355102377929227941422141157090663909912109375,-0.30102999515896644577850338464486412703990936279296875
376,0.500000000576796103088999763330615807,5.76796103088999763330615807E-10,-9.2389776824298568413951215916313230991363525390625,-0.301029995162982511036631194656365551054477691650390625
377,0.500000000572221374990694994963264528,5.72221374990694994963264528E-10,-9.2424359234144919383879823726601898670196533203125,-0.301029995166955999241764629914541728794574737548828125
378,0.500000000567694897191782755522660528,5.67694897191782755522660528E-10,-9.2458850094762095039868654566816985607147216796875,-0.3010299951708876875500209280289709568023681640625
379,0.500000000563216035237270840473587379,5.63216035237270840473587379E-10,-9.2493249889584046030677200178615748882293701171875,-0.301029995174777964539458707804442383348941802978515625
380,0.500000000558784164657026301817799059,5.58784164657026301817799059E-10,-9.2527559098225626854627989814616739749908447265625,-0.301029995178627440832741513077053241431713104248046875
381,0.500000000554398670782926748589153938,5.54398670782926748589153938E-10,-9.2561778196522599415629883878864347934722900390625,-0.30102999518243667154138165642507374286651611328125
382,0.500000000550058948569828401982238499,5.50058948569828401982238499E-10,-9.2595907656571370125675457529723644256591796875,-0.301029995186206045243437756653293035924434661865234375
383,0.500000000545764402420261574943167094,5.45764402420261574943167094E-10,-9.26299479467679276467606541700661182403564453125,-0.3010299951899362280727245888556353747844696044921875
384,0.500000000541514446012766449225947866,5.41514446012766449225947866E-10,-9.2663899531846514179278528899885714054107666015625,-0.301029995193627664118452003094716928899288177490234375
385,0.500000000537308502133784370947825915,5.37308502133784370947825915E-10,-9.26977628729176927890875958837568759918212890625,-0.30102999519728090849213231194880791008472442626953125
386,0.500000000533146002513022005498055521,5.33146002513022005498055521E-10,-9.2731538427505828536823173635639250278472900390625,-0.30102999520089646079412659673835150897502899169921875
387,0.500000000529026387662207845382567850,5.29026387662207845382567850E-10,-9.276522664958630315368282026611268520355224609375,-0.30102999520447470960249347626813687384128570556640625
388,0.500000000524949106717162652253626589,5.24949106717162652253626589E-10,-9.279882798962201917447600862942636013031005859375,-0.30102999520801621002874526311643421649932861328125
389,0.500000000520913617283107398557811350,5.20913617283107398557811350E-10,-9.2832342894599637617147891432978212833404541015625,-0.301029995211521350650940576088032685220241546630859375
390,0.500000000516919385283134230961448791,5.16919385283134230961448791E-10,-9.286577180806517617384088225662708282470703125,-0.301029995214990686580591727761202491819858551025390625
391,0.500000000512965884809767893965730491,5.12965884809767893965730491E-10,-9.289911517015926989415675052441656589508056640625,-0.30102999521842466190690856819855980575084686279296875
392,0.500000000509052597979546874574014161,5.09052597979546874574014161E-10,-9.2932373417651934488503684406168758869171142578125,-0.30102999522182372071910094746272079646587371826171875
393,0.500000000505179014790555324462793700,5.05179014790555324462793700E-10,-9.2965546983976938832938685663975775241851806640625,-0.301029995225188307106378715616301633417606353759765625
394,0.500000000501344632982838612747740525,5.01344632982838612747740525E-10,-9.2998636299265573512684568413533270359039306640625,-0.301029995228518754135649260206264443695545196533203125
395,0.500000000497548957901636937643756493,4.97548957901636937643756493E-10,-9.3031641790380259493531411862932145595550537109375,-0.3010299952318156169184248938108794391155242919921875
396,0.500000000493791502363373246707172884,4.93791502363373246707172884E-10,-9.30645638809475173047758289612829685211181640625,-0.301029995235079395055066697750589810311794281005859375
397,0.500000000490071786524333132934296351,4.90071786524333132934296351E-10,-9.30974029913905809507923549972474575042724609375,-0.301029995238310255079028365798876620829105377197265625
398,0.500000000486389337751976075715279534,4.86389337751976075715279534E-10,-9.313015953896165655123695614747703075408935546875,-0.3010299952415087521018222105340100824832916259765625
399,0.500000000482743690498818853920920659,4.82743690498818853920920659E-10,-9.3162833937773683601335505954921245574951171875,-0.301029995244675330212658082018606364727020263671875
400,0.500000000479134386178833415279071667,4.79134386178833415279071667E-10,-9.319542659883179425150956376455724239349365234375,-0.301029995247810322478443367799627594649791717529296875
401,0.500000000475560973046302969384327332,4.75560973046302969384327332E-10,-9.3227937930064275207087121088989078998565673828125,-0.30102999525091422849953914919751696288585662841796875
402,0.500000000472023006077081415480197875,4.72023006077081415480197875E-10,-9.32603683363532809380558319389820098876953125,-0.301029995253987270320550351243582554161548614501953125
403,0.500000000468520046852202616079511713,4.68520046852202616079511713E-10,-9.32927182195650317453328170813620090484619140625,-0.301029995257029892030686824000440537929534912109375
404,0.500000000465051663443787332266742232,4.65051663443787332266742232E-10,-9.3324987978579709846371770254336297512054443359375,-0.301029995260042426696855955015053041279315948486328125
405,0.500000000461617430303196895851688326,4.61617430303196895851688326E-10,-9.33571780093209468986970023252069950103759765625,-0.30102999526302542943057005686569027602672576904296875
406,0.500000000458216928151384002288730459,4.58216928151384002288730459E-10,-9.338928870478500954277478740550577640533447265625,-0.30102999526597906676528282332583330571651458740234375
407,0.500000000454849743871392146195296406,4.54849743871392146195296406E-10,-9.34213204550695763828116469085216522216796875,-0.3010299952689037272790528732002712786197662353515625
408,0.500000000451515470402956492958644175,4.51515470402956492958644175E-10,-9.3453273647402141932616359554231166839599609375,-0.301029995271799799549938825293793343007564544677734375
409,0.500000000448213706639160036976557622,4.48213706639160036976557622E-10,-9.3485148666168154107936061336658895015716552734375,-0.301029995274667727667150529669015668332576751708984375
410,0.500000000444944057325100116480500062,4.44944057325100116480500062E-10,-9.3516945892938689866014101426117122173309326171875,-0.301029995277507678164141680099419318139553070068359375
411,0.500000000441706132958521362064123803,4.41706132958521362064123803E-10,-9.3548665706497988736600746051408350467681884765625,-0.301029995280320150641273357905447483062744140625
412,0.500000000438499549692372258159886881,4.38499549692372258159886881E-10,-9.35803084828703646280700922943651676177978515625,-0.301029995283105311631999256860581226646900177001953125
413,0.500000000435323929239243541073992227,4.35323929239243541073992227E-10,-9.3611874595347064342831799876876175403594970703125,-0.301029995285863660736680458285263739526271820068359375
414,0.500000000432178898777647639740177062,4.32178898777647639740177062E-10,-9.36433644145126464763961848802864551544189453125,-0.30102999528859541999992188721080310642719268798828125
415,0.500000000429064090860099328003990189,4.29064090860099328003990189E-10,-9.3674778308271111626481797429732978343963623046875,-0.30102999529130081146632846866850741207599639892578125
416,0.500000000425979143322958790135099695,4.25979143322958790135099695E-10,-9.370611664187169509432351333089172840118408203125,-0.301029995293980390247412515236646868288516998291015625
417,0.500000000422923699197999110776580364,4.22923699197999110776580364E-10,-9.373737977793428655104435165412724018096923828125,-0.30102999529663432287662772068870253860950469970703125
418,0.500000000419897406625661237642044326,4.19897406625661237642044326E-10,-9.3768568076474689831911746296100318431854248046875,-0.30102999529926288690973024131380952894687652587890625
419,0.500000000416899918769960223479244033,4.16899918769960223479244033E-10,-9.3799681894929438641383967478759586811065673828125,-0.30102999530186647092477869591675698757171630859375
420,0.500000000413930893735007488604909917,4.13930893735007488604909917E-10,-9.3830721588180399095335815218277275562286376953125,-0.30102999530444540798868047204450704157352447509765625
421,0.500000000410989994483114681124092329,4.10989994483114681124092329E-10,-9.386168750857908804619000875391066074371337890625,-0.30102999530699980912373803221271373331546783447265625
422,0.500000000408076888754445462319646664,4.08076888754445462319646664E-10,-9.38925800059706006095439079217612743377685546875,-0.301029995309530118419161226483993232250213623046875
423,0.500000000405191248988182416550623776,4.05191248988182416550623776E-10,-9.3923399427717360055112294503487646579742431640625,-0.301029995312036557919554979889653623104095458984375
424,0.500000000402332752245176988029066244,4.02332752245176988029066244E-10,-9.3954146118722601244144243537448346614837646484375,-0.301029995314519405180675448718830011785030364990234375
425,0.500000000399501080132051161863560150,3.99501080132051161863560150E-10,-9.3984820421453463268335326574742794036865234375,-0.30102999531697893775827878926065750420093536376953125
426,0.500000000396695918726720287053501358,3.96695918726720287053501358E-10,-9.401542267596386892591908690519630908966064453125,-0.301029995319415488719272389062098227441310882568359375
427,0.500000000393916958505307180351639793,3.93916958505307180351639793E-10,-9.404595321991724432564296876080334186553955078125,-0.301029995321829224597109941896633245050907135009765625
428,0.500000000391163894270418350363192457,3.91163894270418350363192457E-10,-9.4076412388608741110829214449040591716766357421875,-0.301029995324220589481001297826878726482391357421875
429,0.500000000388436425080753830289187237,3.88436425080753830289187237E-10,-9.4106800514987423156298973481170833110809326171875,-0.301029995326589638882097688110661692917346954345703125
430,0.500000000385734254182022801302934394,3.85734254182022801302934394E-10,-9.4137117929678080230360137647949159145355224609375,-0.30102999532893670586730650029494427144527435302734375
431,0.500000000383057088939137821300240650,3.83057088939137821300240650E-10,-9.416736496100281073040605406276881694793701171875,-0.301029995331262012481232659411034546792507171630859375
432,0.500000000380404640769661081487704936,3.80404640769661081487704936E-10,-9.4197541935002337964988328167237341403961181640625,-0.301029995333565947301934784263721667230129241943359375
433,0.500000000377776625078476756798077771,3.77776625078476756798077771E-10,-9.42276491754571310366372927092015743255615234375,-0.301029995335848621351715337368659675121307373046875
434,0.500000000375172761193664101821075983,3.75172761193664101821075983E-10,-9.425768700390818821688299067318439483642578125,-0.30102999533811025667517924375715665519237518310546875
435,0.500000000372592772303546494867006222,3.72592772303546494867006222E-10,-9.42876557396777315034341881982982158660888671875,-0.30102999534035124185038512223400175571441650390625
436,0.500000000370036385394892251353833416,3.70036385394892251353833416E-10,-9.431755569988951037885271944105625152587890625,-0.301029995342571743410786666572676040232181549072265625
437,0.500000000367503331192243550722922630,3.67503331192243550722922630E-10,-9.4347387199488945697112285415641963481903076171875,-0.30102999534477181686753510803100652992725372314453125
438,0.500000000364993344098350340471859989,3.64993344098350340471859989E-10,-9.4377150551263042643768130801618099212646484375,-0.3010299953469519618209915279294364154338836669921875
439,0.500000000362506162135686659856166028,3.62506162135686659856166028E-10,-9.4406846065860090533305992721579968929290771484375,-0.30102999534911234480460962004144676029682159423828125
440,0.500000000360041526889027280614237776,3.60041526889027280614237776E-10,-9.4436474051809060625828351476229727268218994140625,-0.30102999535125307684069184688269160687923431396484375
441,0.500000000357599183449063095121525633,3.57599183449063095121525633E-10,-9.4466034815538915125898711266927421092987060546875,-0.30102999535337449099614559600013308227062225341796875
442,0.500000000355178880357034169654776416,3.55178880357034169654776416E-10,-9.4495528661397525382881212863139808177947998046875,-0.301029995355476753804424561167252250015735626220703125
443,0.500000000352780369550359830113325819,3.52780369550359830113325819E-10,-9.4524955891670590091280246269889175891876220703125,-0.301029995357560087310133667415357194840908050537109375
444,0.500000000350403406309245633329584408,3.50403406309245633329584408E-10,-9.4554316806600109401870213332585990428924560546875,-0.30102999535962471355787783977575600147247314453125
445,0.500000000348047749204247535195033883,3.48047749204247535195033883E-10,-9.458361170440287679639368434436619281768798828125,-0.301029995361670799081110772021929733455181121826171875
446,0.500000000345713160044773972247355103,3.45713160044773972247355103E-10,-9.46128408812885624001864925958216190338134765625,-0.3010299953636985659244373891851864755153656005859375
447,0.500000000343399403828507032855892008,3.43399403828507032855892008E-10,-9.4642004631477707476960858912207186222076416015625,-0.301029995365708236132462616296834312379360198974609375
448,0.500000000341106248691724317328366410,3.41106248691724317328366410E-10,-9.467110324721954128790457616560161113739013671875,-0.301029995367700087260942609646008349955081939697265625
449,0.500000000338833465860503469458727362,3.38833465860503469458727362E-10,-9.4700137018809495970117495744489133358001708984375,-0.30102999536967411930987736923270858824253082275390625
450,0.500000000336580829602791772466903278,3.36580829602791772466903278E-10,-9.472910623460659707006925600580871105194091796875,-0.30102999537163077636847674511955119669437408447265625
451,0.500000000334348117181323616791280772,3.34348117181323616791280772E-10,-9.475801118105067644137307070195674896240234375,-0.30102999537357011394789196856436319649219512939453125
452,0.500000000332135108807368970800444070,3.32135108807368970800444070E-10,-9.47868521426793364526020013727247714996337890625,-0.301029995375492298581576733340625651180744171142578125
453,0.500000000329941587595296421300953300,3.29941587595296421300953300E-10,-9.48156294021447365594212897121906280517578125,-0.301029995377397552314135964479646645486354827880859375
454,0.500000000327767339517934653328812614,3.27767339517934653328812614E-10,-9.4844343240230291058878719923086464405059814453125,-0.3010299953792860971901745870127342641353607177734375
