Eigenstate,Residual Energy_6000,Residual Energy_8000,Residual Energy_10000
1850,0.00000172940020213881097974146,3.2152428830106411793333E-7,-1.5295312414064594189006E-7
1851,0.00000173282746702228894111662,3.2322106286965816152512E-7,-1.5180935577913830238852E-7
1852,0.00000173625597492846028704034,3.2491764760280110043968E-7,-1.5066616717789672445316E-7
1853,0.00000173968572892191849436270,3.2661404458289063990423E-7,-1.4952355641997642738432E-7
1854,0.00000174311673206512121506314,3.2831025588910373263334E-7,-1.4838152159179608840302E-7
1855,0.00000174654898741861942353085,3.3000628359762448853730E-7,-1.4724006078291003671936E-7
1856,0.00000174998249803671866874675,3.3170212977730418947580E-7,-1.4609917209034834310587E-7
1857,0.00000175341726697137351096461,3.3339779649355448437569E-7,-1.4495885361472373007083E-7
1858,0.00000175685329727167608689844,3.3509328580783471187315E-7,-1.4381910346074435432804E-7
1859,0.00000176029059198347840009331,3.3678859977727294516740E-7,-1.4267991973759286654791E-7
1860,0.00000176372915414678167414435,3.3848374045205410220471E-7,-1.4154130056153840630679E-7
1861,0.00000176716898680240967686693,3.4017870988209201731944E-7,-1.4040324404926463684502E-7
1862,0.00000177061009298477197069404,3.4187351010979144555836E-7,-1.3926574832510784447610E-7
1863,0.00000177405247572459037059508,3.4356814317277326786445E-7,-1.3812881151833183947685E-7
1864,0.00000177749613805141704042461,3.4526261110639133198363E-7,-1.3699243176061122197620E-7
1865,0.00000178094108299206624655698,3.4695691594216295066131E-7,-1.3585660718760098828235E-7
1866,0.00000178438731356645556453190,3.4865105970360885554907E-7,-1.3472133594309668216231E-7
1867,0.00000178783483279419307473923,3.5034504441283912873095E-7,-1.3358661617244857133897E-7
1868,0.00000179128364369131865419095,3.5203887208729323495130E-7,-1.3245244602582171971807E-7
1869,0.00000179473374927035181609087,3.5373254473978659865540E-7,-1.3131882365814951708800E-7
1870,0.00000179818515253958408070197,3.5542606437780171229908E-7,-1.3018574722984267666506E-7
1871,0.00000180163785650603607427822,3.5711943300644396383366E-7,-1.2905321490383351484936E-7
1872,0.00000180509186417030302570527,3.5881265262328586989408E-7,-1.2792122485073182352790E-7
1873,0.00000180854717853434334157891,3.6050572522615437602790E-7,-1.2678977524103767802627E-7
1874,0.00000181200380259470564303702,3.6219865280635662598561E-7,-1.2565886425191577329944E-7
1875,0.00000181546173934301243675256,3.6389143734916235655103E-7,-1.2452849006671313552609E-7
1876,0.00000181892099177048543091149,3.6558408083832793452314E-7,-1.2339865087043519386759E-7
1877,0.00000182238156286437203784566,3.6727658525252158703009E-7,-1.2226934485332065599647E-7
1878,0.00000182584345560930783528034,3.6896895256668457805090E-7,-1.2114057020948043901517E-7
1879,0.00000182930667298445802374613,3.7066118474917138977569E-7,-1.2001232513975759522193E-7
1880,0.00000183277121796835901758363,3.7235328376659002433001E-7,-1.1888460784688711849042E-7
1881,0.00000183623709353621676548921,3.7404525158109904333345E-7,-1.1775741653819901201585E-7
1882,0.00000183970430266006767332333,3.7573709015056720016048E-7,-1.1663074942545876370957E-7
1883,0.00000184317284830913329918473,3.7742880142892684866974E-7,-1.1550460472451404516621E-7
1884,0.00000184664273344914699335011,3.7912038736549928998643E-7,-1.1437898065596947262238E-7
1885,0.00000185011396104176890970682,3.8081184990440849413825E-7,-1.1325387544577299331914E-7
1886,0.00000185358653404685170510883,3.8250319098684550126977E-7,-1.1212928732295159292831E-7
1887,0.00000185706045542366383456752,3.8419441255229041654850E-7,-1.1100521451838940970489E-7
1888,0.00000186053572812319455280686,3.8588551653081612421988E-7,-1.0988165527252412583103E-7
1889,0.00000186401235509792259617737,3.8757650485285565818095E-7,-1.0875860782557970872496E-7
1890,0.00000186749033929608016692578,3.8926737944346488802752E-7,-1.0763607042330383186357E-7
1891,0.00000187096968366222200626698,3.9095814222289028895194E-7,-1.0651404131640021357812E-7
1892,0.00000187445039113927452675933,3.9264879510861676518312E-7,-1.0539251875848090339224E-7
1893,0.00000187793246466538659371857,3.9433934001221712361851E-7,-1.0427150100921691593990E-7
1894,0.00000188141590717994645122036,3.9602977884536768746670E-7,-1.0315098632832272866187E-7
1895,0.00000188490072161450350252452,3.9772011351076877185336E-7,-1.0203097298463591251888E-7
1896,0.00000188838691089978173977355,3.9941034590915679225106E-7,-1.0091145924910513506989E-7
1897,0.00000189187447796592695604254,4.0110047793955016017011E-7,-9.979244339454437388301E-8
1898,0.00000189536342573582598858995,4.0279051149256721389455E-7,-9.867392370231509353153E-8
1899,0.00000189885375713439026927479,4.0448044845970844475065E-7,-9.755589845304413239754E-8
1900,0.00000190234547507919239615393,4.0617029072399174960431E-7,-9.643836593598855631598E-8
1901,0.00000190583858248839649500573,4.0786004016788146397171E-7,-9.532132444110673801120E-8
1902,0.00000190933308227654467429293,4.0954969866907349518523E-7,-9.420477226327333277040E-8
1903,0.00000191282897735407779132845,4.1123926810001476004853E-7,-9.308870770275995099673E-8
1904,0.00000191632627063167612742729,4.1292875033224252750151E-7,-9.197312906089592663908E-8
1905,0.00000191982496501261198807425,4.1461814722873569346395E-7,-9.085803464771715074496E-8
1906,0.00000192332506340357388132735,4.1630746065473761611571E-7,-8.974342277114334993161E-8
1907,0.00000192682656870210334881342,4.1799669246519162072911E-7,-8.862929174954268810664E-8
1908,0.00000193032948380967267722105,4.1968584451781736502828E-7,-8.751563989865551625578E-8
1909,0.00000193383381161852389778172,4.2137491865994850694014E-7,-8.640246554475681115915E-8
1910,0.00000193733955502377504516850,4.2306391674063761347221E-7,-8.528976701255138130129E-8
1911,0.00000194084671691568954231073,4.2475284060292421063037E-7,-8.417754263290592583547E-8
1912,0.00000194435530017954892274831,4.2644169208370615673996E-7,-8.306579074297777201453E-8
1913,0.00000194786530770229983079128,4.2813047302038529054072E-7,-8.195450967956934124107E-8
1914,0.00000195137674236603458620691,4.2981918524434665010847E-7,-8.084369778564903868544E-8
1915,0.00000195488960705113891441297,4.3150783058410485329292E-7,-7.973335340720498588181E-8
1916,0.00000195840390463348400346204,4.3319641086249479946621E-7,-7.862347489605442974318E-8
1917,0.00000196191963798771459779247,4.3488492789995840548798E-7,-7.751406060655711972315E-8
1918,0.00000196543680998752518254130,4.3657338351481943399575E-7,-7.640510889534059073195E-8
1919,0.00000196895542350190300362998,4.3826177951952515418273E-7,-7.529661812505861417977E-8
1920,0.00000197247548139695951577740,4.3995011772247642967420E-7,-7.418858666256122212666E-8
1921,0.00000197599698654019494037430,4.4163839993229090706817E-7,-7.308101287463163310322E-8
1922,0.00000197951994179137607951545,4.4332662794867947420222E-7,-7.197389513710990259659E-8
1923,0.00000198304435001150116231705,4.4501480357140972646787E-7,-7.086723182592957234937E-8
1924,0.00000198657021405685053410676,4.4670292859435529687940E-7,-6.976102132306845159229E-8
1925,0.00000199009753678295090444063,4.4839100480945872427666E-7,-6.865526201258586219059E-8
1926,0.00000199362632104299613804064,4.5007903400515087648868E-7,-6.754995228220332830678E-8
1927,0.00000199715656968533060404035,4.5176701796383292108615E-7,-6.644509052582271756625E-8
1928,0.00000200068828555901182025159,4.5345495846743758959996E-7,-6.534067513796509198418E-8
1929,0.00000200422147150906044361493,4.5514285729267779270261E-7,-6.423670451852220464281E-8
1930,0.00000200775613037880312515673,4.5683071621338808877815E-7,-6.313317707041514499305E-8
1931,0.00000201129226500724422032306,4.5851853699789501394962E-7,-6.203009120222412157794E-8
1932,0.00000201482987823292504151218,4.6020632141287494482669E-7,-6.092744532433071407321E-8
1933,0.00000201836897289423251479798,4.6189407122366136719923E-7,-5.982523784861071863866E-8
1934,0.00000202190955182208955845284,4.6358178818693387075631E-7,-5.872346719574526467687E-8
1935,0.00000202545161784790530020327,4.6526947405866696541913E-7,-5.762213178727211490352E-8
1936,0.00000202899517380223632287983,4.6695713059278993603730E-7,-5.652123004692592456114E-8
1937,0.00000203254022250950115042766,4.6864475953589993424016E-7,-5.542076040592526195931E-8
1938,0.00000203608676679693775097315,4.7033236263621807756104E-7,-5.432072129401662662225E-8
1939,0.00000203963480948366906962283,4.7201994163265358886600E-7,-5.322111115041042069401E-8
1940,0.00000204318435339119758537464,4.7370749826529694269387E-7,-5.212192841328792113060E-8
1941,0.00000204673540133677407013733,4.7539503426878722519387E-7,-5.102317152643403175386E-8
1942,0.00000205028795613555417566708,4.7708255137446731325706E-7,-4.992483893708221999704E-8
1943,0.00000205384202060155631842348,4.7877005131134034554140E-7,-4.882692909495816117424E-8
1944,0.00000205739759754574402073794,4.8045753580415065900708E-7,-4.772944045419891627817E-8
1945,0.00000206095468977551693420204,4.8214500657287339743924E-7,-4.663237147386343861125E-8
1946,0.00000206451330009962545831464,4.8383246533762770956819E-7,-4.553572061301949254485E-8
1947,0.00000206807343132037973554224,4.8551991381088433514824E-7,-4.443948633853618059694E-8
1948,0.00000207163508624161083386462,4.8720735370542536175851E-7,-4.334366711712430489352E-8
1949,0.00000207519826766284358441163,4.8889478672851564240699E-7,-4.224826142116506291031E-8
1950,0.00000207876297838287745451597,4.9058221458548224451380E-7,-4.115326772513071571644E-8
1951,0.00000208232922119694395408705,4.9226963897687043259031E-7,-4.005868450842872078587E-8
1952,0.00000208589699890016552667529,4.9395706160190112823505E-7,-3.896451025194438894628E-8
1953,0.00000208946631428258149226247,4.9564448415349542639302E-7,-3.787074344301648205402E-8
1954,0.00000209303717013521656775109,4.9733190832434167859950E-7,-3.677738256937024925428E-8
1955,0.00000209660956924516168651399,4.9901933580197488152624E-7,-3.568442612403815247780E-8
1956,0.00000210018351439761716580713,5.0070676827081840824422E-7,-3.459187260331825319343E-8
1957,0.00000210375900837620222545132,5.0239420741249208558691E-7,-3.349972050646625082244E-8
1958,0.00000210733605396353247171312,5.0408165490638823827614E-7,-3.240796833511955672079E-8
1959,0.00000211091465393822753046787,5.0576911242667788061316E-7,-3.131661459629121786314E-8
1960,0.00000211449481107809602278828,5.0745658164549424644439E-7,-3.022565779918650558144E-8
1961,0.00000211807652815786876901873,5.0914406423066454419676E-7,-2.913509645747127601529E-8
1962,0.00000212165980795202776006886,5.1083156184853747798585E-7,-2.804492908644456821066E-8
1963,0.00000212524465323167048717624,5.1251907616084612938101E-7,-2.695515420617583847427E-8
1964,0.00000212883106676602023297735,5.1420660882621679240979E-7,-2.586577033999624435840E-8
1965,0.00000213241905132352844342642,5.1589416150126988877582E-7,-2.477677601339784600802E-8
1966,0.00000213600860966923782093350,5.1758173583798160390528E-7,-2.368816975667208769753E-8
1967,0.00000213959974456743937695192,5.1926933348633947803831E-7,-2.259995010225432504802E-8
1968,0.00000214319245877938095605014,5.2095695609204947122430E-7,-2.151211558701687970678E-8
1969,0.00000214678675506540144173807,5.2264460529866869992951E-7,-2.042466475013641923927E-8
1970,0.00000215038263618356566919646,5.2433228274623888421638E-7,-1.933759613446062864702E-8
1971,0.00000215398010489010578457182,5.2601999007172624051475E-7,-1.825090828606843684467E-8
1972,0.00000215757916393880291041747,5.2770772890840167169072E-7,-1.716459975488994390638E-8
1973,0.00000216117981608267690421425,5.2939550088752905496246E-7,-1.607866909301825395880E-8
1974,0.00000216478206407242374813746,5.3108330763680115520504E-7,-1.499311485627367827019E-8
1975,0.00000216838591065739690409428,5.3277115078131950011389E-7,-1.390793560322398081513E-8
1976,0.00000217199135858322578046751,5.3445903194121137139951E-7,-1.282312989756750632311E-8
1977,0.00000217559841059578889400622,5.3614695273560147866094E-7,-1.173869630416162415097E-8
1978,0.00000217920706943812936332160,5.3783491477952597314156E-7,-1.065463339210883597013E-8
1979,0.00000218281733785208660486620,5.3952291968556265249795E-7,-9.57093973312668862544E-9
1980,0.00000218642921857748555004943,5.4121096906301869350101E-7,-8.48761390236016291360E-9
1981,0.00000219004271435167685820343,5.4289906451746937124960E-7,-7.40465447884307227887E-9
1982,0.00000219365782791212170988907,5.4458720765334135591933E-7,-6.32206004291488714930E-9
1983,0.00000219727456199108332320498,5.4627540006860273992684E-7,-5.23982918153082769040E-9
1984,0.00000220089291932446254031666,5.4796364336359711972219E-7,-4.15796047942790367883E-9
1985,0.00000220451290264095834206830,5.4965193913020261732781E-7,-3.07645252996600979983E-9
1986,0.00000220813451467003600105826,5.5134028895979852436915E-7,-1.99530392716140363343E-9
1987,0.00000221175775814067491947528,5.5302869444201163782702E-7,-9.1451326694049267961E-10
1988,0.00000221538263577798167480544,5.5471715716132779993700E-7,1.6592084947158801515E-10
1989,0.00000221900915030682340939436,5.5640567870072377533319E-7,1.24599981918273051597E-9
1990,0.00000222263730444797383947797,5.5809426063781175468795E-7,2.32572503377823772349E-9
1991,0.00000222626710092440668731660,5.5978290455113126293540E-7,3.40509788561260932534E-9
1992,0.00000222989854245557063450197,5.6147161201442260468321E-7,4.48411976208286598675E-9
1993,0.00000223353163175756954127981,5.6316038459680556505529E-7,5.56279204580713003399E-9
1994,0.00000223716637154769396703017,5.6484922386730940431493E-7,6.64111611915449792983E-9
1995,0.00000224080276453956338666212,5.6653813139001355607444E-7,7.71909335938561583444E-9
1996,0.00000224444081344571563949678,5.6822710872663554870403E-7,8.79672514124048118516E-9
1997,0.00000224808052097805473276757,5.6991615743697728013237E-7,9.87401283738459456203E-9
1998,0.00000225172188984626170741542,5.7160527907733435752931E-7,1.095095781681817764405E-8
1999,0.00000225536492275704366595457,5.7329447519974359286160E-7,1.202756144412354690868E-8
2000,0.00000225900962241840445484470,5.7498374735625214387379E-7,1.310382508373412982515E-8
2001,0.00000226265599153521479344952,5.7667309709448611490847E-7,1.417975009550294756299E-8
2002,0.00000226630403280952895969731,5.7836252595796570052999E-7,1.525533783501763249513E-8
2003,0.00000226995374894529268818422,5.8005203549081153859168E-7,1.633058965830666041576E-8
2004,0.00000227360514264117831529096,5.8174162723057831946590E-7,1.740550691467283749833E-8
2005,0.00000227725821659704142120166,5.8343130271470987414825E-7,1.848009095314826247504E-8
2006,0.00000228091297350979774788958,5.8512106347641454845704E-7,1.955434311836958099140E-8
2007,0.00000228456941607491149069512,5.8681091104615194292144E-7,2.062826475206460232955E-8
2008,0.00000228822754698801811420574,5.8850084695325417455789E-7,2.170185719467343376593E-8
2009,0.00000229188736894041613168103,5.9019087272141610358000E-7,2.277512178083858912982E-8
2010,0.00000229554888462361012427253,5.9188098987323679271122E-7,2.384805984394632133162E-8
2011,0.00000229921209672840176687770,5.9357119992930897297015E-7,2.492067271521596489344E-8
2012,0.00000230287700794306300418084,5.9526150440639065786622E-7,2.599296172187142681866E-8
2013,0.00000230654362095488363835150,5.9695190481895116716409E-7,2.706492818868708497491E-8
2014,0.00000231021193844926733647486,5.9864240267826556647944E-7,2.813657343708210687300E-8
2015,0.00000231388196311052981422241,6.0033299949321128162502E-7,2.920789878591693565742E-8
2016,0.00000231755369762153433225293,6.0202369676990202293616E-7,3.027890555112709255797E-8
2017,0.00000232122714466416794243532,6.0371449601216245711353E-7,3.134959504619772330830E-8
2018,0.00000232490230691775115910396,6.0540539871993630423758E-7,3.241996858057157065182E-8
2019,0.00000232857918706268017161304,6.0709640639292696670349E-7,3.349002746328947895141E-8
2020,0.00000233225778777501326211802,6.0878752052518237161596E-7,3.455977299757511082570E-8
2021,0.00000233593811173116426802604,6.1047874260978684395024E-7,3.562920648552669679139E-8
2022,0.00000233962016160543623715911,6.1217007413639317935793E-7,3.669832922564898043054E-8
2023,0.00000234330394007125384509719,6.1386151659245347075114E-7,3.776714251408392206077E-8
2024,0.00000234698944980153032021674,6.1555307146358444245757E-7,3.883564764497590508274E-8
2025,0.00000235067669346651016058506,6.1724474023140857696196E-7,3.990384590831273860160E-8
2026,0.00000235436567373491282302968,6.1893652437469620602831E-7,4.097173859106762299295E-8
2027,0.00000235805639327595157408490,6.2062842537138276101841E-7,4.203932697921627299317E-8
2028,0.00000236174885475633564882575,6.2232044469556933547625E-7,4.310661235473735623372E-8
2029,0.00000236544306084159566977181,6.2401258381884649895996E-7,4.417359599693617933955E-8
2030,0.00000236913901419486870263176,6.2570484420907775093795E-7,4.524027918122801668062E-8
2031,0.00000237283671748098176682776,6.2739722733448141321656E-7,4.630666318321987441599E-8
2032,0.00000237653617336205848528720,6.2908973465923568110836E-7,4.737274927431541691242E-8
2033,0.00000238023738449706329902102,6.3078236764302122224557E-7,4.843853872125743895037E-8
2034,0.00000238394035354575320599171,6.3247512774497129658376E-7,4.950403279007785756031E-8
2035,0.00000238764508316683734751999,6.3416801642182972687888E-7,5.056923274425555535206E-8
2036,0.00000239135157601803676755625,6.3586103512800903871748E-7,5.163413984477439614841E-8
2037,0.00000239505983475378114578789,6.3755418531328557408806E-7,5.269875534781820837669E-8
2038,0.00000239876986202930975984640,6.3924746842689882330865E-7,5.376308050886999053328E-8
2039,0.00000240248166049785747120323,6.4094088591473578651984E-7,5.482711657989614661923E-8
2040,0.00000240619523281191964653178,6.4263443922059426289029E-7,5.589086481060964487372E-8
2041,0.00000240991058162268708202511,6.4432812978561614639664E-7,5.695432644790318892828E-8
2042,0.00000241362770958036071461419,6.4602195904860049956433E-7,5.801750273616216026776E-8
2043,0.00000241734661933251691063582,6.4771592844436720555212E-7,5.908039491562814429179E-8
2044,0.00000242106731352854065883593,6.4941003940818851820229E-7,6.014300422683035174027E-8
2045,0.00000242478979481424647529986,6.5110429337040833378296E-7,6.120533190520476314532E-8
2046,0.00000242851406583508146955096,6.5279869175964360166122E-7,6.226737918429540948379E-8
2047,0.00000243224012923542538960069,6.5449323600208272849119E-7,6.332914729505264719434E-8
2048,0.00000243596798765936206028719,6.5618792752225536576914E-7,6.439063746660281836203E-8
2049,0.00000243969764374902461013393,6.5788276774137598270668E-7,6.545185092459169554192E-8
2050,0.00000244342910014568926895550,6.5957775807843600996694E-7,6.651278889227649411550E-8
2051,0.00000244716235948796254426708,6.6127289994838936294445E-7,6.757345258871126771985E-8
2052,0.00000245089742441708907851497,6.6296819476745863023551E-7,6.863384323405296678669E-8
2053,0.00000245463429756895124220447,6.6466364394513301529965E-7,6.969396204155925249342E-8
2054,0.00000245837298158129370082378,6.6635924889139122818355E-7,7.075381022481125604633E-8
2055,0.00000246211347909135489723450,6.6805501101433130680612E-7,7.181338899534327166881E-8
2056,0.00000246585579273184677505801,6.6975093171614867118608E-7,7.287269955862068326362E-8
2057,0.00000246959992513819734437150,6.7144701240037701202545E-7,7.393174312128071766853E-8
2058,0.00000247334587894315237531091,6.7314325446648831270705E-7,7.499052088573234183946E-8
2059,0.00000247709365677943693142205,6.7483965931255270404906E-7,7.604903405281598221672E-8
2060,0.00000248084326127603024302004,6.7653622833151166076876E-7,7.710728381807659664869E-8
2061,0.00000248459469506461213768958,6.7823296291762274347031E-7,7.816527137820827919863E-8
2062,0.00000248834796077244071897095,6.7992986445933559797294E-7,7.922299792393013528411E-8
2063,0.00000249210306103055151073166,6.8162693434748940485115E-7,8.028046464818359424872E-8
2064,0.00000249585999846354170836864,6.8332417396509545129744E-7,8.133767273591485605223E-8
2065,0.00000249961877569795916947016,6.8502158469572441783846E-7,8.239462337246204316201E-8
2066,0.00000250337939535974502889044,6.8671916792094730302359E-7,8.345131774099599367521E-8
2067,0.00000250714186007289190245267,6.8841692501899192959326E-7,8.450775702117663740451E-8
2068,0.00000251090617246082871007230,6.9011485736612606627116E-7,8.556394239053598611846E-8
2069,0.00000251467233514784495702060,6.9181296633808000472481E-7,8.661987502590057793714E-8
2070,0.00000251844035075294950734268,6.9351125330390363060731E-7,8.767555609724841771923E-8
2071,0.00000252221022189839115278385,6.9520971963448527896484E-7,8.873098677622769953580E-8
2072,0.00000252598195120433063406905,6.9690836669722204637566E-7,8.978616823082698623410E-8
2073,0.00000252975554128895761736698,6.9860719585613505708096E-7,9.084110162549034476336E-8
2074,0.00000253353099477252235066400,7.0030620847589939823942E-7,9.189578812514714770953E-8
2075,0.00000253730831426942429943145,7.0200540591393104467305E-7,9.295022888729886665715E-8
2076,0.00000254108750239810078086436,7.0370478953027375989797E-7,9.400442507190583814779E-8
2077,0.00000254486856177383572158243,7.0540436068040613840626E-7,9.505837783419417685259E-8
2078,0.00000254865149501249637144583,7.0710412071897659012963E-7,9.611208832839062317639E-8
2079,0.00000255243630472634525035521,7.0880407099561356053139E-7,9.716555770353263254121E-8
2080,0.00000255622299352934552697963,7.1050421286022917254070E-7,9.821878710877188318823E-8
2081,0.00000256001156403507793867732,7.1220454766093441480821E-7,9.927177769128933072742E-8
2082,0.00000256380201885363169022366,7.1390507674092830450372E-7,1.0032453059318423812988E-7
2083,0.00000256759436059737970793251,7.1560580144427139597201E-7,1.0137704695724755032189E-7
2084,0.00000257138859187556822325268,7.1730672311047362859793E-7,1.0242932792154960889165E-7
2085,0.00000257518471529801638461423,7.1900784307819218887282E-7,1.0348137462313787837555E-7
2086,0.00000257898273347312381362972,7.2070916268323732132909E-7,1.0453318819604262473474E-7
2087,0.00000258278264900848406914017,7.2241068325918404064494E-7,1.0558476977188849166715E-7
2088,0.00000258658446451191713739136,7.2411240613840286901275E-7,1.0663612048092510497168E-7
2089,0.00000259038818258918642131504,7.2581433264977506935268E-7,1.0768724144974216976489E-7
2090,0.00000259419380584718889114546,7.2751646412188103435013E-7,1.0873813380445772547318E-7
2091,0.00000259800133689040297792176,7.2921880187944642461559E-7,1.0978879866716415070692E-7
2092,0.00000260181077832255323111519,7.3092134724500505827050E-7,1.1083923715759091501047E-7
2093,0.00000260562213274845281018696,7.3262410154073963512144E-7,1.1188945039494516896810E-7
2094,0.00000260943540277088525692781,7.3432706608536174431926E-7,1.1293943949479161706739E-7
2095,0.00000261325059099114131748601,7.3603024219464690959896E-7,1.1398920556958742690204E-7
2096,0.00000261706770001126277503649,7.3773363118367664875284E-7,1.1503874973092415311663E-7
2097,0.00000262088673243273210530080,7.3943723436552635073133E-7,1.1608807308821547816972E-7
2098,0.00000262470769085553742987894,7.4114105305032845120596E-7,1.1713717674776025325312E-7
2099,0.00000262853057787976603407459,7.4284508854686416354515E-7,1.1818606181433409183576E-7
2100,0.00000263235539610284858864172,7.4454934215980592110163E-7,1.1923472938843167813608E-7
2101,0.00000263618214812543767084207,7.4625381519559409887821E-7,1.2028318057214334838481E-7
2102,0.00000264001083654492131731745,7.4795850895594878790168E-7,1.2133141646266673216330E-7
2103,0.00000264384146395725567536569,7.4966342473970064603950E-7,1.2237943815413746641918E-7
2104,0.00000264767403296061269401932,7.5136856384643678943439E-7,1.2342724674127494710766E-7
2105,0.00000265150854614907945837642,7.5307392757019833727759E-7,1.2447484331307974099648E-7
2106,0.00000265534500611998286592636,7.5477951720680327322403E-7,1.2552222896015630595247E-7
2107,0.00000265918341546845578493376,7.5648533404841080807033E-7,1.2656940476927721965246E-7
2108,0.00000266302377678612928112900,7.5819137938221179833231E-7,1.2761637182207345976313E-7
2109,0.00000266686609266942262719346,7.5989765449871693721828E-7,1.2866313120332245553338E-7
2110,0.00000267071036571101869258039,7.6160416068323034022220E-7,1.2970968399242153900530E-7
2111,0.00000267455659850231825505496,7.6331089921830203765514E-7,1.3075603126584029790407E-7
2112,0.00000267840479363618180215934,7.6501787138646795510221E-7,1.3180217409986041681343E-7
2113,0.00000268225495370479805049038,7.6672507846811661362761E-7,1.3284811356844224102643E-7
2114,0.00000268610708129811528347631,7.6843252173991864066158E-7,1.3389385074165414893515E-7
2115,0.00000268996117900743639543969,7.7014020247841998811167E-7,1.3493938668926563221221E-7
2116,0.00000269381724942285485241903,7.7184812195747606602468E-7,1.3598472247818128877997E-7
2117,0.00000269767529513418518376421,7.7355628144918039458783E-7,1.3702985917336933867842E-7
2118,0.00000270153531873001526590004,7.7526468222291505871202E-7,1.3807479783691193717696E-7
2119,0.00000270539732279957041296012,7.7697332554721295626080E-7,1.3911953952986728617182E-7
2120,0.00000270926130992917155292293,7.7868221268621413645164E-7,1.4016408530872583331729E-7
2121,0.00000271312728270864399696364,7.8039134490607271856206E-7,1.4120843623181704779914E-7
2122,0.00000271699524372417512213843,7.8210072346781273440656E-7,1.4225259335216512863374E-7
2123,0.00000272086519556274886917673,7.8381034963176077393302E-7,1.4329655772192150675156E-7
2124,0.00000272473714080992844353793,7.8552022465532683209953E-7,1.4434033039014555450329E-7
2125,0.00000272861108205364959724353,7.8723034979679573511744E-7,1.4538391240659586880847E-7
2126,0.00000273248702187724003694143,7.8894072630834469485602E-7,1.4642730481474769004743E-7
2127,0.00000273636496286756818804656,7.9065135544419020261184E-7,1.4747050865993965063429E-7
2128,0.00000274024490760797414315671,7.9236223845351712282121E-7,1.4851352498230273223481E-7
2129,0.00000274412685868383529149245,7.9407337658604245116617E-7,1.4955635482232388146680E-7
2130,0.00000274801081867859706410828,7.9578477108804418874451E-7,1.5059899921687474352117E-7
2131,0.00000275189679017601093232134,7.9749642320459747025401E-7,1.5164145920144764912417E-7
2132,0.00000275578477575915609073113,7.9920833417859437050424E-7,1.5268373580917528144060E-7
2133,0.00000275967477800957960673020,8.0092050524988217464076E-7,1.5372583006996880397818E-7
2134,0.00000276356679951020683955412,8.0263293765817191656043E-7,1.5476774301342625805123E-7
2135,0.00000276746084284435971169522,8.0434563264205476439897E-7,1.5580947566784880514396E-7
2136,0.00000277135691059299394857494,8.0605859143623737595369E-7,1.5685102905747594408215E-7
2137,0.00000277525500533703088446819,8.0777181527387181257261E-7,1.5789240420481528109965E-7
2138,0.00000277915512965795532987616,8.0948530538715151212571E-7,1.5893360213123835960752E-7
2139,0.00000278305728613585399147676,8.1119906300534781667453E-7,1.5997462385501704888865E-7
2140,0.00000278696147735249168391194,8.1291308935788427956986E-7,1.6101547039439770559807E-7
2141,0.00000279086770588712855703756,8.1462738567015199756120E-7,1.6205614276341636653420E-7
2142,0.00000279477597431933004210980,8.1634195316631764613719E-7,1.6309664197470663965969E-7
2143,0.00000279868628522900842845280,8.1805679306936315309838E-7,1.6413696903953923485032E-7
2144,0.00000280259864119550545177088,8.1977190660016637390473E-7,1.6517712496690249790111E-7
2145,0.00000280651304479758940756938,8.2148729497749629247688E-7,1.6621711076349746577093E-7
2146,0.00000281042949861330593579006,8.2320295941786188787962E-7,1.6725692743358659292481E-7
2147,0.00000281434800522225035387548,8.2491890113778254654874E-7,1.6829657598126401765258E-7
2148,0.00000281826856720177851363619,8.2663512134999700262229E-7,1.6933605740666436215147E-7
2149,0.00000282219118713017090911311,8.2835162126662551153622E-7,1.7037537270912475869155E-7
2150,0.00000282611586758473245083208,8.3006840209726770370936E-7,1.7141452288528256203412E-7
2151,0.00000283004261114403015294829,8.3178546505123833522286E-7,1.7245350893131095485241E-7
2152,0.00000283397142038471138835917,8.3350281133438361230491E-7,1.7349233183973512866477E-7
2153,0.00000283790229788358867279910,8.3522044215116403487195E-7,1.7453099260151498458357E-7
2154,0.00000284183524621776444768893,8.3693835870477723744801E-7,1.7556949220616782692437E-7
2155,0.00000284577026796324801483147,8.3865656219577298654133E-7,1.7660783164038321722796E-7
2156,0.00000284970736569718821376313,8.4037505382428390508036E-7,1.7764601189025355445125E-7
2157,0.00000285364654199492438093829,8.4209383478707448681313E-7,1.7868403393832294506600E-7
2158,0.00000285758779943364844215589,8.4381290628120123339192E-7,1.7972189876724719406839E-7
2159,0.00000286153114058918218648936,8.4553226950078797211662E-7,1.8075960735656897684902E-7
2160,0.00000286547656803633788923907,8.4725192563738452516281E-7,1.8179716068307636416943E-7
2161,0.00000286942408435163668868643,8.4897187588268311746396E-7,1.8283455972351908483856E-7
2162,0.00000287337369210956728684043,8.5069212142477512095562E-7,1.8387180545086512236376E-7
2163,0.00000287732539388764326223789,8.5241266345320638812982E-7,1.8490889883935590421611E-7
2164,0.00000288127919225829880343316,8.5413350315087103344228E-7,1.8594584085639993831361E-7
2165,0.00000288523508979705615783635,8.5585464170217688855352E-7,1.8698263247073811903796E-7
2166,0.00000288919308907997837897035,8.5757608029049628228503E-7,1.8801927464989436427186E-7
2167,0.00000289315319268088023613614,8.5929782009537497210797E-7,1.8905576835738439721203E-7
