Eigenstate,Residual Energy,Adjusted Residual Energy,log(Adjusted Residual Energy)
501,-0.000006321684934789027374461959,0.036838607429562865063069524898623289,-3.3012088688099527900021712412126362323760986328125
502,-0.000006299410392918397476760484,0.036838629704104735692967226373623289,-3.30120826415802159914392177597619593143463134765625
503,-0.000006277255751061976927456379,0.036838651858746592113516530478623289,-3.301207662761189709499376476742327213287353515625
504,-0.000006255220122962624843016012,0.036838673894374691465600970845623289,-3.3012070645953937031435998505912721157073974609375
505,-0.000006233302630621942143948662,0.036838695811867032148300038195623289,-3.301206469636794427202630686224438250064849853515625
506,-0.000006211502404205308581475730,0.036838717612093448781862511127623289,-3.3012058778617738852290131035260856151580810546875
507,-0.000006189818581950631160883476,0.036838739295915703459283103381623289,-3.301205289246933904934167003375478088855743408203125
508,-0.000006168250310083455672002118,0.036838760864187570634771984739623289,-3.301204703769092585474709267145954072475433349609375
509,-0.000006146796742719724161995029,0.036838782317754934366281991828623289,-3.30120412140528340927403405657969415187835693359375
510,-0.000006125457041782549437229390,0.036838803657455871541006757467623289,-3.301203542132749912951794613036327064037322998046875
511,-0.000006104230376907562253458781,0.036838824884120746528190528076623289,-3.301202965928947019591532807680778205394744873046875
512,-0.000006083115925370584770235047,0.036838845998572283505673751810623289,-3.301202392771536597848580640857107937335968017578125
513,-0.000006062112871991686565468816,0.036838867001625662403878518041623289,-3.301201822638384353325591291650198400020599365234375
514,-0.000006041220409054616750467402,0.036838887894088599473693519455623289,-3.30120125550755982857253911788575351238250732421875
515,-0.000006020437736225160091157154,0.036838908676761428930352829703623289,-3.30120069135733285037304085562936961650848388671875
516,-0.000005999764060470211571597900,0.036838929350437183878872388957623289,-3.301200130166171309298306368873454630374908447265625
517,-0.000005979198595975846067705768,0.036838949915901678244376281089623289,-3.30119957191273893926108939922414720058441162109375
518,-0.000005958740564067233911069975,0.036838970373933586856532916882623289,-3.301199016575893541158848165650852024555206298828125
519,-0.000005938389193130146995212801,0.036838990725304523943448774056623289,-3.30119846413468476242769611417315900325775146484375
520,-0.000005918143718538120121808134,0.036839010970779115970322178723623289,-3.301197914568352320685562517610378563404083251953125
521,-0.000005898003382571727519964113,0.036839031111115082362924022744623289,-3.301197367856322895107723525143228471279144287109375
522,-0.000005877967434345283594417118,0.036839051147063308806849569739623289,-3.30119682397820835006996276206336915493011474609375
523,-0.000005858035129727888416122971,0.036839071079367926202027863886623289,-3.3011962829138052910593614797107875347137451171875
524,-0.000005838205731274699989276093,0.036839090908766379390454710764623289,-3.301195744643090623782200054847635328769683837890625
525,-0.000005818478508155045166383197,0.036839110635989499045277603660623289,-3.301195209146221554163957989658229053020477294921875
526,-0.000005798852736074245362349959,0.036839130261761579845081636898623289,-3.301194676403532479724844961310736835002899169921875
527,-0.000005779327697213248882672588,0.036839149786800440841561314269623289,-3.301194146395534545490590971894562244415283203125
528,-0.000005759902680149612479081795,0.036839169211817504477964905062623289,-3.30119361910291075901113799773156642913818359375
529,-0.000005740576979793023167913624,0.036839188537517861067276073233623289,-3.3011930945065177667174793896265327930450439453125
530,-0.000005721349897315316622937044,0.036839207764600338773821049813623289,-3.30119257258738141302956137224100530147552490234375
531,-0.000005702220740087213855606912,0.036839226893757566876588379945623289,-3.301192053326696740356283044093288481235504150390625
532,-0.000005683188821601679797733053,0.036839245925676052410646253804623289,-3.301191536705823548203397876932285726070404052734375
533,-0.000005664253461421150624023873,0.036839264861036232939819962984623289,-3.301191022706287281351933415862731635570526123046875
534,-0.000005645413985107185080363650,0.036839283700512546905363623207623289,-3.30119051130977680941214202903211116790771484375
535,-0.000005626669724156810491528759,0.036839302444773497279952458098623289,-3.30119000249814131819903195719234645366668701171875
536,-0.000005608020015937118805080128,0.036839321094481716971638906729623289,-3.30118949625339030973236731369979679584503173828125
537,-0.000005589464203625227291253921,0.036839339650294028863152732936623289,-3.30118899255769004952298928401432931423187255859375
538,-0.000005571001636146797547768678,0.036839358112861507292896218179623289,-3.3011884913933631224836062756367027759552001953125
539,-0.000005552631668116662169675674,0.036839376482829537428274311183623289,-3.3011879927428875447503742179833352565765380859375
540,-0.000005534353659773729491291926,0.036839394760837880360952694931623289,-3.301187496588892766880007911822758615016937255859375
541,-0.000005516166976926263669616798,0.036839412947520727826774370059623289,-3.3011870029141601179389908793382346630096435546875
542,-0.000005498070990897644532903477,0.036839431043506756445911083380623289,-3.301186511701620585057526113814674317836761474609375
543,-0.000005480065078455107671097679,0.036839449049419198982772889178623289,-3.30118602293435348116190652945078909397125244140625
544,-0.000005462148621764512973212653,0.036839466965875889577470774204623289,-3.30118553659558333635004601092077791690826416015625
545,-0.000005444321008328447971406246,0.036839484793489325642472580611623289,-3.30118505266868123015910896356217563152313232421875
546,-0.000005426581630934558212240517,0.036839502532866719532231746340623289,-3.301184571137161238851831512874923646450042724609375
547,-0.000005408929887595706961029976,0.036839520184610058383482956881623289,-3.301184091984678214970472254208289086818695068359375
548,-0.000005391365181496998311462550,0.036839537749316157092132524307623289,-3.301183615195028675515231952886097133159637451171875
549,-0.000005373886920950071532413462,0.036839555227576704018911573395623289,-3.30118314075214858149820429389365017414093017578125
550,-0.000005356494519323136841288865,0.036839572619978330953602697992623289,-3.301182668640109785229697081376798450946807861328125
551,-0.000005339187395001744251615877,0.036839589927102652346192370980623289,-3.301182198843121806675071638892404735088348388671875
552,-0.000005321964971336699451398192,0.036839607149526317390992588665623289,-3.301181731345528280741064008907414972782135009765625
553,-0.000005304826676587608649710658,0.036839624287821066481794276199623289,-3.301181266131806069097365252673625946044921875
554,-0.000005287771943874346042966404,0.036839641342553779744401020453623289,-3.301180803186564371998201750102452933788299560546875
555,-0.000005270800211127516309974857,0.036839658314286526574134012000623289,-3.301180342494542951925495799514465034008026123046875
556,-0.000005253910921037417316486519,0.036839675203576616673127500338623289,-3.301179884040610801321236067451536655426025390625
557,-0.000005237103521010051428825993,0.036839692010976644039015160864623289,-3.301179427809764366230638188426382839679718017578125
558,-0.000005220377463111957736806095,0.036839708737034542132707180762623289,-3.301178973787127990391354614985175430774688720703125
559,-0.000005203732204029713866077263,0.036839725382293624376577909594623289,-3.30117852195794991843058596714399755001068115234375
560,-0.000005187167205020305949571802,0.036839741947292633784494415055623289,-3.301178072307603184043500732514075934886932373046875
561,-0.000005170681931859979391449388,0.036839758432565794111052537469623289,-3.30117762482158383363639586605131626129150390625
562,-0.000005154275854806885518990539,0.036839774838642847204924996318623289,-3.301177179485509594059067239868454635143280029296875
563,-0.000005137948448549990683602507,0.036839791166049104099760384350623289,-3.301176736285118096247970242984592914581298828125
564,-0.000005121699192161928427592599,0.036839807415305492162016394258623289,-3.30117629520626554295859023113735020160675048828125
565,-0.000005105527569060534122885468,0.036839823586928593556321101389623289,-3.301175856234927596943862226908095180988311767578125
566,-0.000005089433066965671944535365,0.036839839681430688418499451492623289,-3.301175419357195384151282269158400595188140869140625
567,-0.000005073415177851930444552002,0.036839855699319802159999434855623289,-3.3011749845592763819013271131552755832672119140625
568,-0.000005057473397902736938777767,0.036839871641099751353505209090623289,-3.3011745518274917543521951301954686641693115234375
569,-0.000005041607227478575557098329,0.036839887507270175514886888528623289,-3.3011741211482767965890161576680839061737060546875
570,-0.000005025816171067280392765651,0.036839903298326586810051221206623289,-3.301173692508177825999382548616267740726470947265625
571,-0.000005010099737244460823480731,0.036839919014760409629620506126623289,-3.3011732658938530704517688718624413013458251953125
572,-0.000004994457438634100678482242,0.036839934657059019989765504615623289,-3.3011728412920700037602728116326034069061279296875
573,-0.000004978888791867230004053365,0.036839950225705786860439933492623289,-3.301172418689706233863034867681562900543212890625
574,-0.000004963393317538256628999142,0.036839965721180115833814987715623289,-3.301171998073745061930139854666776955127716064453125
575,-0.000004947970540175843323714617,0.036839981143957478247120272240623289,-3.3011715794312781468988760025240480899810791015625
576,-0.000004932619988192679722105013,0.036839996494509461410721881844623289,-3.30117116274950195276005615596659481525421142578125
577,-0.000004917341193854766766713152,0.036840011773303799323677273705623289,-3.301170748015717304468807924422435462474822998046875
578,-0.000004902133693239099409361956,0.036840026980804414991034624901623289,-3.301170335217328943855363831971772015094757080078125
579,-0.000004886997026199021364679558,0.036840042117471455069079307299623289,-3.30116992434184464144664161722175776958465576171875
580,-0.000004871930736326787780053079,0.036840057183761327302663933778623289,-3.301169515376872976020194982993416488170623779296875
581,-0.000004856934370914209828004565,0.036840072180126739880615982292623289,-3.30116910831012244642579389619641005992889404296875
582,-0.000004842007480917096248122569,0.036840087107016736994195864288623289,-3.301168703129402359763844287954270839691162109375
583,-0.000004827149620923878974038053,0.036840101964876730211469948804623289,-3.301168299822620166850128953228704631328582763671875
584,-0.000004812360349113258041503455,0.036840116754148540832402483402623289,-3.30116789837777968585896815056912600994110107421875
585,-0.000004797639227225503508238780,0.036840131475270428586935748077623289,-3.301167498782983766858478702488355338573455810546875
586,-0.000004782985820525061794372054,0.036840146128677129028649614803623289,-3.30116710102642851865084594464860856533050537109375
587,-0.000004768399697762818843726639,0.036840160714799891271600260218623289,-3.3011667050964064173967926762998104095458984375
588,-0.000004753880431145890408597003,0.036840175234066508200035389854623289,-3.301166310981302753901900359778665006160736083984375
589,-0.000004739427596308032233219566,0.036840189686901346058210767291623289,-3.30116591866959652179502882063388824462890625
590,-0.000004725040772269039639514331,0.036840204073725385050804472526623289,-3.30116552814985819708226699731312692165374755859375
591,-0.000004710719541409117492661676,0.036840218394956244972951325181623289,-3.301165139410750182236142791225574910640716552734375
592,-0.000004696463489426652603509728,0.036840232651008227437840477129623289,-3.30116475244102414166036396636627614498138427734375
593,-0.000004682272205315626391507924,0.036840246842292338464052478933623289,-3.301164367229521445779027999378740787506103515625
594,-0.000004668145281333063009814723,0.036840260969216321027434172134623289,-3.30116398376517228285820237942971289157867431640625
595,-0.000004654082312964053416992990,0.036840275032184690037026993867623289,-3.301163602036994770827504908083938062191009521484375
596,-0.000004640082898889006977220268,0.036840289031598765083466766589623289,-3.301163222034092736834054448991082608699798583984375
597,-0.000004626146640960351675369175,0.036840302967856693738768617682623289,-3.301162843745657493599310328136198222637176513671875
598,-0.000004612273144167016201087174,0.036840316841353487074242899683623289,-3.30116246716096473079460338340140879154205322265625
599,-0.000004598462016605955232824739,0.036840330652481048135211162118623289,-3.301162092269374515041135964565910398960113525390625
600,-0.000004584712869453520416222721,0.036840344401628200570027764136623289,-3.3011617190603299576423523831181228160858154296875
601,-0.000004571025316933650446630088,0.036840358089180720439997356769623289,-3.30116134752335899094077831250615417957305908203125
602,-0.000004557398976289899055615347,0.036840371715521364191388371510623289,-3.301160977648069039247502587386406958103179931640625
603,-0.000004543833467760783729782459,0.036840385281029893306714204398623289,-3.30116060942415057155585600412450730800628662109375
604,-0.000004530328414547014827550451,0.036840398786083107075616436406623289,-3.30116024284137399291694237035699188709259033203125
605,-0.000004516883442783926482161555,0.036840412231054870163961825302623289,-3.301159877889588312172008954803459346294403076171875
606,-0.000004503498181512278926112361,0.036840425616316141811517874496623289,-3.301159514558723362398495737579651176929473876953125
607,-0.000004490172262657981739282612,0.036840438942234996108704704245623289,-3.30115915283878624819635660969652235507965087890625
608,-0.000004476905320997757821598914,0.036840452209176656332622387943623289,-3.301158792719860901598849522997625172138214111328125
609,-0.000004463696994138398719572406,0.036840465417503515691724414451623289,-3.30115843419210985842937589040957391262054443359375
610,-0.000004450546922484613242289766,0.036840478567575169477201697091623289,-3.301158077245769373320172235253266990184783935546875
611,-0.000004437454749211948805462399,0.036840491659748442141638524458623289,-3.301157721871152972425988991744816303253173828125
612,-0.000004424420120247397480994145,0.036840504694377406692962992712623289,-3.30115736805864745662120185443200170993804931640625
613,-0.000004411442684243642783711423,0.036840517671813410447660275434623289,-3.30115701579871423376744132838211953639984130859375
614,-0.000004398522092545607945003345,0.036840530592405108482498983512623289,-3.30115666508188798644596317899413406848907470703125
615,-0.000004385657999177076145842883,0.036840543456498477014298143974623289,-3.301156315898776227868438581936061382293701171875
616,-0.000004372850060803351368209755,0.036840556264436850739075777102623289,-3.301155968240057081430904872831888496875762939453125
617,-0.000004360097936713939549914135,0.036840569016560940150894072722623289,-3.301155622096481057070604947512038052082061767578125
618,-0.000004347401288802310131431608,0.036840581713208851780312555249623289,-3.301155277458869274909147861762903630733489990234375
619,-0.000004334759781530918625308269,0.036840594354716123171818678588623289,-3.30115493431811213298487928113900125026702880859375
620,-0.000004322173081918484426379602,0.036840606941415735606017607255623289,-3.30115459266516975134209133102558553218841552734375
621,-0.000004309640859505962607380324,0.036840619473638148127836606533623289,-3.301154252491070639763393046450801193714141845703125
622,-0.000004297162786343696898067723,0.036840631951711310393545919134623289,-3.301153913786910809591290671960450708866119384765625
623,-0.000004284738536961743732444838,0.036840644375960692346711542019623289,-3.3011535765438555500850270618684589862823486328125
624,-0.000004272367788349447705731188,0.036840656746709304642738255669623289,-3.301153240753134543439273329568095505237579345703125
625,-0.000004260050219932506229780623,0.036840669064277721584214206234623289,-3.301152906406044973408597797970287501811981201171875
626,-0.000004247785513554297790543458,0.036840681328984099792653443399623289,-3.301152573493949748950626599253155291080474853515625
627,-0.000004235573353446296527632090,0.036840693541144207793916354767623289,-3.30115224200827572786920427461154758930206298828125
628,-0.000004223413426212216659474550,0.036840705701071441873784512307623289,-3.301151911940514604992813474382273852825164794921875
629,-0.000004211305420805663763101869,0.036840717809076848426680884988623289,-3.30115158328222246808536510798148810863494873046875
630,-0.000004199249028507988898813937,0.036840729865469146101545172920623289,-3.30115125602501802148935894365422427654266357421875
631,-0.000004187243942906038781253651,0.036840741870554748051662733206623289,-3.30115093016058214203667375841177999973297119140625
632,-0.000004175289859874072142969533,0.036840753824637780018301017324623289,-3.3011506056806592113161968882195651531219482421875
633,-0.000004163386477551220760841848,0.036840765728020102869683145009623289,-3.301150282577053562960145427496172487735748291015625
634,-0.000004151533496321237434180100,0.036840777581001332853009806757623289,-3.301149960841630814911695779301226139068603515625
635,-0.000004139730618792748978733183,0.036840789383878861341465253674623289,-3.301149640466318313514193505397997796535491943359375
636,-0.000004127977549780354731580714,0.036840801136947873735712406143623289,-3.301149321443101580797474525752477347850799560546875
637,-0.000004116273996283995224931271,0.036840812840501370095219055586623289,-3.3011490037640260908347045187838375568389892578125
638,-0.000004104619667467701442464712,0.036840824494830186389001522145623289,-3.30114868742119682565316907130181789398193359375
639,-0.000004093014274643015101538845,0.036840836100223011075342448012623289,-3.301148372406775610699014578131027519702911376953125
640,-0.000004081457531245393515178889,0.036840847656966408696928807968623289,-3.301148058712983779372507342486642301082611083984375
641,-0.000004069949152823828872291399,0.036840859165344830261571695458623289,-3.30114774633209773213593507534824311733245849609375
642,-0.000004058488857014012587408547,0.036840870625640640077856578310623289,-3.301147435256452933316495546023361384868621826171875
643,-0.000004047076363520335577900570,0.036840882038134133754866086287623289,-3.301147125478439026124988231458701193332672119140625
644,-0.000004035711394103570702090495,0.036840893403103550519741896362623289,-3.30114681699050294128028326667845249176025390625
645,-0.000004024393672556609296068381,0.036840904720825097481147918476623289,-3.301146509785146232474062344408594071865081787109375
646,-0.000004013122924688301136466009,0.036840915991572965789307520848623289,-3.301146203854924632281608865014277398586273193359375
647,-0.000004001898878309083537190735,0.036840927215619345006906796122623289,-3.301145899192448940340227636625058948993682861328125
648,-0.000003990721263208267832983998,0.036840938393234445822611002859623289,-3.30114559579038324699240547488443553447723388671875
649,-0.000003979589811137589639416585,0.036840949524686516500804570272623289,-3.30114529364144626555344075313769280910491943359375
650,-0.000003968504255797350485290438,0.036840960610241856739958696419623289,-3.30114499273840689141934490180574357509613037109375
651,-0.000003957464332813636281001483,0.036840971650164840454162985374623289,-3.301144693074089087048150759073905646800994873046875
652,-0.000003946469779729995560154462,0.036840982644717924094883832395623289,-3.3011443946413674410678140702657401561737060546875
653,-0.000003935520335982133059259242,0.036840993594161671957384727615623289,-3.3011440974331680564546331879682838916778564453125
654,-0.000003924615742884280316891476,0.036841004498754769810127095381623289,-3.301143801442467662354829371906816959381103515625
655,-0.000003913755743615839097748885,0.036841015358754038251346237972623289,-3.301143506662295390441386189195327460765838623046875
656,-0.000003902940083203122236938060,0.036841026174414450968207048797623289,-3.301143213085727889932741163647733628749847412109375
657,-0.000003892168508498948986237394,0.036841036945989155141457749463623289,-3.30114292070589332439567442634142935276031494140625
658,-0.000003881440768175631506634831,0.036841047673729478458937352026623289,-3.301142629515969151299259465304203331470489501953125
659,-0.000003870756612702182998870981,0.036841058357884951907445115876623289,-3.301142339509180345658023725263774394989013671875
660,-0.000003860115794328098141944601,0.036841068998703325992302042256623289,-3.301142050678802064567207708023488521575927734375
661,-0.000003849518067074837290258293,0.036841079596430579253153728564623289,-3.301141763018155206310666471836157143115997314453125
662,-0.000003838963186716578249995000,0.036841090151310937512193991857623289,-3.3011414765206108512529681320302188396453857421875
663,-0.000003828450910761212276355940,0.036841100663586892878167630917623289,-3.301141191179584932768875660258345305919647216796875
664,-0.000003817980998442015048071487,0.036841111133499212075395915370623289,-3.301140906988541789957025684998370707035064697265625
665,-0.000003807553210703004543861410,0.036841121561286951085900125447623289,-3.301140623940991059015459541114978492259979248046875
666,-0.000003797167310176723105746596,0.036841131947187477367338240261623289,-3.301140342030489449598462670110166072845458984375
667,-0.000003786823061175487446385082,0.036841142291436478602997601775623289,-3.301140061250638080281305519747547805309295654296875
668,-0.000003776520229676436123411435,0.036841152594267977654320575422623289,-3.301139781595084254917082944302819669246673583984375
669,-0.000003766258583304698992125196,0.036841162855914349391451861661623289,-3.301139503057518798101455104188062250614166259765625
670,-0.000003756037891326287063466995,0.036841173076606327803380519862623289,-3.30113922563167871970790656632743775844573974609375
671,-0.000003745857924627974291753020,0.036841183256573026116152233837623289,-3.301138949311343662174067503656260669231414794921875
672,-0.000003735718455703867696584449,0.036841193396041950222747402408623289,-3.3011386740903372327693432453088462352752685546875
673,-0.000003725619258641070343269224,0.036841203495239013020100717633623289,-3.3011383999625270035949142766185104846954345703125
674,-0.000003715560109108191899987606,0.036841213554388545898543999251623289,-3.3011381269218222911376869888044893741607666015625
675,-0.000003705540784344795511564972,0.036841223573713309294932421885623289,-3.301137854962175932627133079222403466701507568359375
676,-0.000003695561063142687560978869,0.036841233553434511402883007988623289,-3.301137584077583397856869851239025592803955078125
677,-0.000003685620725838217183319671,0.036841243493771815873260667186623289,-3.3011373142620801246494011138565838336944580078125
678,-0.000003675719554293309199351094,0.036841253394943360781244635763623289,-3.30113704550974507156979598221369087696075439453125
679,-0.000003665857331885502484635371,0.036841263257165768587959351486623289,-3.30113677781469760930121992714703083038330078125
680,-0.000003656033843494495236287381,0.036841273080654159595207699476623289,-3.30113651117109707655572492512874305248260498046875
681,-0.000003646248875495896893632974,0.036841282865622158193550353883623289,-3.30113624557314455643108885851688683032989501953125
682,-0.000003636502215736264128610370,0.036841292612281917826315376487623289,-3.30113598101508021187555641517974436283111572265625
683,-0.000003626793653530872293537553,0.036841302320844123218150449304623289,-3.301135717491185506133888338808901607990264892578125
684,-0.000003617122979646747238859076,0.036841311991518007343205127781623289,-3.30113545499577920594447277835570275783538818359375
685,-0.000003607489986295588439712488,0.036841321624511358502004274369623289,-3.301135193523221378342213938594795763492584228515625
686,-0.000003597894467115044219337626,0.036841331220030539046224649231623289,-3.301134933067908949766433579497970640659332275390625
687,-0.000003588336217162494023997183,0.036841340778280491596419989674623289,-3.301134673624278814685339966672472655773162841796875
688,-0.000003578815032896936192106008,0.036841350299464757154251880849623289,-3.301134415186804726971558920922689139842987060546875
689,-0.000003569330712175773212457705,0.036841359783785478317231529152623289,-3.301134157750000408526602768688462674617767333984375
690,-0.000003559883054237962425230289,0.036841369231443416128018756568623289,-3.301133901308414664299561991356313228607177734375
691,-0.000003550471859688340298911737,0.036841378642637965750145075120623289,-3.301133645856634490911574175697751343250274658203125
692,-0.000003541096930497394702961752,0.036841388017567156695741025105623289,-3.301133391389284188477404313744045794010162353515625
693,-0.000003531758069981949744587252,0.036841397356427672140699399605623289,-3.30113313790102491651623495272360742092132568359375
694,-0.000003522455082797373472847556,0.036841406659414856716971139301623289,-3.3011328853865524735056169447489082813262939453125
695,-0.000003513187774919755242781822,0.036841415926722734335201205035623289,-3.3011326338406004055059383972547948360443115234375
696,-0.000003503955953647010294058868,0.036841425158544007080149927989623289,-3.30113238325793734162516557262279093265533447265625
697,-0.000003494759427581448289206226,0.036841434355070072642154780631623289,-3.30113213363336743810805273824371397495269775390625
698,-0.000003485598006613813832308514,0.036841443516491040276611678343623289,-3.301131884961729046068512616329826414585113525390625
699,-0.000003476471501925214082119448,0.036841452642995728876361867409623289,-3.301131637237897376024875484290532767772674560546875
700,-0.000003467379725964511164896855,0.036841461734771689579279090002623289,-3.30113139045678050109700052416883409023284912109375
701,-0.000003458322492445855124199125,0.036841470792005208235319787732623289,-3.301131144613320689273905372829176485538482666015625
702,-0.000003449299616334411327606170,0.036841479814881319679116380687623289,-3.301130899702495735681395672145299613475799560546875
703,-0.000003440310913836268978745402,0.036841488803583817821465241455623289,-3.301130655719315853957596118561923503875732421875
704,-0.000003431356202392410416241443,0.036841497758295261680027745414623289,-3.301130412658825008520580013282597064971923828125
705,-0.000003422435300665294581545043,0.036841506679196988795862441814623289,-3.301130170516100026389949562144465744495391845703125
706,-0.000003413548028529010660979317,0.036841515566469125079783007540623289,-3.30112992928625192945446542580612003803253173828125
707,-0.000003404694207057591102203274,0.036841524420290596499341783583623289,-3.3011296889644228258475777693092823028564453125
708,-0.000003395873658523889507544467,0.036841533240839130200936442390623289,-3.301129449545788130393475512391887605190277099609375
709,-0.000003387086206376876100063411,0.036841542028291277214343923446623289,-3.30112921102555478825024692923761904239654541015625
710,-0.000003378331675244101283618350,0.036841550782822409989160368507623289,-3.30112897339896260717750919866375625133514404296875
711,-0.000003369609890913319689015400,0.036841559504606740770754971457623289,-3.3011287366612815930011493037454783916473388671875
712,-0.000003360920680330209507675765,0.036841568193817323880936311092623289,-3.30112850080781417005937328212894499301910400390625
713,-0.000003352263871585039187412637,0.036841576850626069051256574220623289,-3.30112826583389296075665697571821510791778564453125
714,-0.000003343639293903877402430685,0.036841585475203750213041556172623289,-3.301128031734883006009795280988328158855438232421875
715,-0.000003335046777640730122619690,0.036841594067720013360321367167623289,-3.301127798506178212534223348484374582767486572265625
716,-0.000003326486154268370593902241,0.036841602628343385719850084616623289,-3.301127566143204017379275683197192847728729248046875
717,-0.000003317957256367576719551158,0.036841611157241286513724435699623289,-3.30112733464141516748213689425028860569000244140625
718,-0.000003309459917620983987068111,0.036841619654580033106456918746623289,-3.301127103996296607846261395025067031383514404296875
719,-0.000003300993972802573542648553,0.036841628120524851516901338304623289,-3.301126874203363481541373403160832822322845458984375
720,-0.000003292559257768877316847759,0.036841636555239885213127139098623289,-3.301126645258159353346627540304325520992279052734375
721,-0.000003284155609450798288991780,0.036841644958888203292154995077623289,-3.301126417156257542018238382297568023204803466796875
722,-0.000003275782865846625138102438,0.036841653331631807465305884419623289,-3.301126189893260676200270609115250408649444580078125
723,-0.000003267440866012431657690876,0.036841661673631641658786295981623289,-3.301125963464798918067799604614265263080596923828125
724,-0.000003259129450051912339731043,0.036841669985047602178104255814623289,-3.30112573786653218377296070684678852558135986328125
725,-0.000003250848459112564160866386,0.036841678266038541526283120471623289,-3.3011255130941474789096901076845824718475341796875
726,-0.000003242597735370055556422509,0.036841686516762284034887564348623289,-3.301125289143361118959774103132076561450958251953125
727,-0.000003234377122029382726722581,0.036841694737375624707717264276623289,-3.301125066009916508846799843013286590576171875
728,-0.000003226186463310433663585248,0.036841702928034343656780401609623289,-3.30112484368958458702536518103443086147308349609375
729,-0.000003218025604441247307869796,0.036841711088893212843136117061623289,-3.301124622178163381391868824721314013004302978515625
730,-0.000003209894391653246291580758,0.036841719220106000844152406099623289,-3.301124401471479341552139885607175529003143310546875
731,-0.000003201792672167432987778539,0.036841727321825486657456208318623289,-3.3011241815653846742861787788569927215576171875
732,-0.000003193720294191053537103783,0.036841735394203463036906883074623289,-3.301123962455758675815786773455329239368438720703125
733,-0.000003185677106910162903927566,0.036841743437390743927540059291623289,-3.301123744138507287715356142143718898296356201171875
734,-0.000003177662960479622806477386,0.036841751451537174467637509471623289,-3.301123526609563096911870161420665681362152099609375
735,-0.000003169677706018106270505589,0.036841759436791635984173481268623289,-3.301123309864884003417273561353795230388641357421875
736,-0.000003161721195596163499726590,0.036841767393302057926944260267623289,-3.301123093900454552596102075767703354358673095703125
737,-0.000003153793282235391644095157,0.036841775321215418698799891700623289,-3.301122878712284158808643041993491351604461669921875
738,-0.000003145893819896556067916960,0.036841783220677757534376069897623289,-3.3011226642964093258569846511818468570709228515625
739,-0.000003138022663472010287319276,0.036841791091834182080156667581623289,-3.3011224506488900942713371478021144866943359375
740,-0.000003130179668783007332454563,0.036841798934828871083111532294623289,-3.301122237765813149934501780080609023571014404296875
741,-0.000003122364692563960128920744,0.036841806749805090130315066113623289,-3.30112202564328871545740184956230223178863525390625
742,-0.000003114577592466498269573557,0.036841814536905187592174413300623289,-3.3011218142774527706251319614239037036895751953125
743,-0.000003106818227042733500459320,0.036841822296270611356943527537623289,-3.301121603664466164218538324348628520965576171875
744,-0.000003099086455745428679140496,0.036841830028041908661764846361623289,-3.3011213938005123935681695002131164073944091796875
745,-0.000003091382138917500103884838,0.036841837732358736590340102019623289,-3.301121184681800713178745354525744915008544921875
746,-0.000003083705137782285713357362,0.036841845409359871804730629495623289,-3.30112097630456435837231765617616474628448486328125
747,-0.000003076055314444493174544453,0.036841853059183209597269442404623289,-3.301120768665059213020640527247451245784759521484375
748,-0.000003068432531878838715630184,0.036841860681965775251728356673623289,-3.301120561759566474080429543391801416873931884765625
749,-0.000003060836653919906088517640,0.036841868277843734184355469217623289,-3.301120355584388210701263233204372227191925048828125
750,-0.000003053267545263314238575164,0.036841875846952390776205411693623289,-3.3011201501358531373853111290372908115386962890625
751,-0.000003045725071453465017627299,0.036841883389426200625426359558623289,-3.301119945410309952649186016060411930084228515625
752,-0.000003038209098880182117814787,0.036841890905398773908326172070623289,-3.301119741404132224005252282950095832347869873046875
753,-0.000003030719494771294102576231,0.036841898395002882796341410626623289,-3.301119538113715723426366821513511240482330322265625
754,-0.000003023256127184050291215279,0.036841905858370470040152771578623289,-3.301119335535478427345879026688635349273681640625
755,-0.000003015818865001883174134432,0.036841913295632652207269852425623289,-3.30111913366586140483605049666948616504669189453125
756,-0.000003008407577925857609888449,0.036841920706919728232834098408623289,-3.301118932501327041251215632655657827854156494140625
757,-0.000003001022136474536626065266,0.036841928092361179553817921591623289,-3.301118732038360814584621039102785289287567138671875
758,-0.000002993662411968253311255449,0.036841935452085685837132731408623289,-3.301118532273469075022376273409463465213775634765625
759,-0.000002986328276529041743310271,0.036841942786221125048700676586623289,-3.301118333203181265389503096230328083038330078125
760,-0.000002979019603073117277503284,0.036841950094894580973166483573623289,-3.301118134824046368436256670975126326084136962890625
761,-0.000002971736265305689058422580,0.036841957378232348401385564277623289,-3.30111793713263690364101421437226235866546630859375
762,-0.000002964478137717693813843232,0.036841964636359936396630143625623289,-3.301117740125544930407386345905251801013946533203125
763,-0.000002957245095570728483478145,0.036841971869402083361960508712623289,-3.301117543799385156688686038251034915447235107421875
764,-0.000002950037014902560575536297,0.036841979077482751529868450560623289,-3.30111734815079227445266951690427958965301513671875
765,-0.000002942853772513565348960631,0.036841986260725140525095026226623289,-3.30111715317642140377074611023999750614166259765625
766,-0.000002935695245962430745826799,0.036841993419251691659698160058623289,-3.301116958872948980996397949638776481151580810546875
767,-0.000002928561313564474269977722,0.036842000553184089616174009135623289,-3.301116765237072314675970119424164295196533203125
768,-0.000002921451854382961049557579,0.036842007662643271129394429278623289,-3.30111657226550736510262140654958784580230712890625
769,-0.000002914366748225305760262626,0.036842014747749428784683724231623289,-3.301116379954991852940793251036666333675384521484375
